,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
4172,20,Private,Some-college,Never-married,Sales,Other-relative,White,Male,20,United-States,<=50K
24684,21,Private,HS-grad,Never-married,Sales,Own-child,White,Male,44,United-States,<=50K
7070,32,State-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
22381,24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
31198,63,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,<=50K
11009,21,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,20,United-States,<=50K
32559,58,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
25299,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
1342,53,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,54,United-States,>50K
1765,66,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,35,Jamaica,>50K
9385,29,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
13463,49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,45,United-States,<=50K
30950,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,70,United-States,<=50K
21290,29,Private,Some-college,Separated,Priv-house-serv,Not-in-family,White,Female,30,Guatemala,<=50K
25998,25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,<=50K
3131,28,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K
6619,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
12865,18,?,11th,Never-married,?,Other-relative,White,Female,20,United-States,<=50K
14574,38,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,>50K
32060,22,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,<=50K
23198,20,Private,HS-grad,Never-married,Transport-moving,Other-relative,Black,Male,45,United-States,<=50K
29605,67,Without-pay,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,12,Philippines,<=50K
16994,55,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
21698,56,Private,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
2953,65,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
28648,63,Private,1st-4th,Widowed,Machine-op-inspct,Unmarried,White,Female,44,Portugal,<=50K
28669,21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
28485,62,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,South,<=50K
11104,18,Private,11th,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
22937,31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K
10361,20,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,20,South,<=50K
20338,50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Germany,>50K
570,40,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
24296,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
11434,55,Local-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
12386,28,Private,Bachelors,Never-married,Sales,Unmarried,White,Male,65,United-States,<=50K
10363,45,Private,HS-grad,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,50,South,<=50K
9897,49,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,38,United-States,<=50K
31340,55,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,United-States,<=50K
3514,36,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,30,United-States,<=50K
6889,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
6952,41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,49,United-States,>50K
14844,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,10,United-States,<=50K
8343,60,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,32,United-States,<=50K
26040,47,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
7430,34,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
14178,32,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
6229,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
8024,17,Local-gov,11th,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
9866,53,Self-emp-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,40,Mexico,>50K
25959,24,Private,7th-8th,Separated,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
18560,62,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
21630,42,Private,Some-college,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K
14252,39,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,60,United-States,<=50K
28654,47,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
15859,25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
11045,43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,43,United-States,>50K
3745,44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
26516,41,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
8115,26,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K
17787,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
16934,42,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
2028,52,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
19532,44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
19727,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
11859,33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,United-States,>50K
7776,31,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,United-States,<=50K
13344,39,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
7431,43,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
7416,24,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K
27119,46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
28302,30,?,11th,Married-civ-spouse,?,Husband,White,Male,35,United-States,<=50K
25056,46,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,40,United-States,>50K
30358,20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,35,United-States,<=50K
31093,57,Federal-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
2834,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
28792,72,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
19065,37,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
7860,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
13000,62,Private,7th-8th,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
8870,36,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,20,United-States,<=50K
5745,40,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,70,United-States,<=50K
6895,74,Self-emp-inc,Some-college,Widowed,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K
18960,37,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
1006,21,Private,Some-college,Never-married,Sales,Own-child,White,Female,28,United-States,<=50K
1346,51,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,43,United-States,>50K
22534,25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
13916,48,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,80,United-States,<=50K
20889,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
31575,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K
32108,44,Private,1st-4th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,Vietnam,<=50K
3945,28,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
30915,20,?,HS-grad,Never-married,?,Not-in-family,White,Female,28,United-States,<=50K
23760,55,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States,<=50K
18690,40,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,>50K
30011,33,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K
22773,18,Private,12th,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
20624,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
3193,64,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
8637,33,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
32213,20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,38,United-States,<=50K
30406,25,Private,HS-grad,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K
8356,21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K
521,35,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
2516,41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
15802,45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K
25237,22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
11384,29,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,<=50K
31486,25,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K
6498,32,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,60,United-States,<=50K
4665,62,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
26315,41,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,Mexico,>50K
4803,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
811,28,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
10647,35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,United-States,<=50K
15805,48,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
21858,59,State-gov,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
8586,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
30703,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
15644,71,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,9,United-States,<=50K
19442,29,Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
2534,47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K
31822,30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,United-States,<=50K
17127,39,Private,Bachelors,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,Philippines,>50K
1063,58,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
12328,26,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,3,El-Salvador,<=50K
23206,44,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
20064,26,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,<=50K
4114,49,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,35,United-States,<=50K
17619,17,Private,11th,Never-married,Sales,Own-child,White,Female,18,United-States,<=50K
20743,39,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
1101,21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,16,United-States,<=50K
20460,43,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
23622,50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
18296,33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
28785,29,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,40,United-States,<=50K
13083,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
21316,22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,60,United-States,<=50K
8687,41,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States,<=50K
19770,39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,40,United-States,<=50K
2052,56,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
1132,35,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
8909,25,Private,HS-grad,Never-married,Transport-moving,Other-relative,White,Male,40,?,<=50K
1247,21,State-gov,Some-college,Never-married,Sales,Own-child,Black,Female,12,United-States,<=50K
13441,23,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
21856,39,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
18905,23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
12508,58,Private,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
15195,62,Private,12th,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,Germany,<=50K
5306,31,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
8136,52,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
11336,23,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
15434,27,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K
11960,63,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,South,<=50K
6343,25,Private,10th,Separated,Other-service,Own-child,White,Female,25,United-States,<=50K
13435,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,United-States,>50K
3030,49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
20465,21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
24011,53,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
13935,37,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,80,United-States,>50K
1252,19,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K
10777,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21717,56,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9882,33,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K
26772,30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,>50K
26539,35,?,Some-college,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
22155,30,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,Mexico,<=50K
11732,21,Private,Some-college,Never-married,Sales,Own-child,White,Male,45,United-States,<=50K
4088,33,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
17997,23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,45,United-States,<=50K
25047,40,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
14235,28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
23225,34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
